https://tw.live/cam/?id=3000100019086N,彰化市中山路與光復路口
https://tw.live/cam/?id=3007410100520N,彰化市臺74甲線與139線路口
https://tw.live/cam/?id=4014400000122N,鹿港鎮沿海路五段、龍舟路路口
https://tw.live/cam/?id=4014400100241N,鹿港鎮縣道144線與青雲路口往北
https://tw.live/cam/?id=6564270200000N,彰化市中華路與中正路口
https://tw.live/cam/?id=3001900000159N,彰化市中央路、中華西路路口
https://tw.live/cam/?id=3001900000141N,彰化市金馬路、中華西路路口
https://tw.live/cam/?id=3000130000560N,彰化市金馬路與彰美路口
https://tw.live/cam/?id=3000100018771N,彰化市中山路、金馬路路口
https://tw.live/cam/?id=6585820000060N,彰化市彰鹿路與線東路口
https://tw.live/cam/?id=3000100019293N,彰化市中山路與中央路口
https://tw.live/cam/?id=3000100019202N,彰化市中山路與中興路口
https://tw.live/cam/?id=3000100019101N,彰化市中山路與孔門路口
https://tw.live/cam/?id=6574830500010N,鹿港鎮沿海路五段與縣144線
https://tw.live/cam/?id=6575550000020N,鹿港鎮龍舟路與青雲路口
https://tw.live/cam/?id=3000100019191N,彰化市中山路、曉陽路口
https://tw.live/cam/?id=3000100119001N,彰化市中山路、中正路口
https://tw.live/cam/?id=6563570300050N,彰化市中山路、中央路口
https://tw.live/cam/?id=4014800101687N,溪湖鎮員鹿路東溪國小前
https://tw.live/cam/?id=3001400001320N,芬園鄉芬草路、碧興路口
https://tw.live/cam/?id=6584570600050N,芳苑鄉芳漢路、功湖路口
https://tw.live/cam/?id=6560180500000N,二林鎮二溪路、仁愛路口
https://tw.live/cam/?id=6564150600020N,田中鎮東閔路、中南路口
https://tw.live/cam/?id=0000101148050N,埤頭鄉斗苑路(北斗交流道東側)
https://tw.live/cam/?id=6583300300060N,和美鎮鹿和路、道周路口
https://tw.live/cam/?id=6585870500020N,和美鎮彰美路、線東路口
https://tw.live/cam/?id=6563260700050N,鹿港鎮中山路、鹿草路口
https://tw.live/cam/?id=6584200300000N,鹿港鎮彰濱五路與61線平面道路口
https://tw.live/cam/?id=6587440700020N,彰化139線23.7K處
https://tw.live/cam/?id=3007410000040N,彰化市臺74甲線0.5K處
https://tw.live/cam/?id=3000100118782N,彰化市中山路、金馬路口
https://tw.live/cam/?id=6564270200050N,彰化市中山路、中華路口
https://tw.live/cam/?id=3000100019101N,彰化市中山路、孔門路口
https://tw.live/cam/?id=3000100019293N,彰化市中山路、中央路路口(麥當勞)
https://tw.live/cam/?id=3000130100772N,彰化市金馬路、中華西路路口(北上)
https://tw.live/cam/?id=3000130000791N,彰化市金馬路、中華西路路口(南下)
https://tw.live/cam/?id=3000130100237N,彰化市中山路、金馬路路口(北上)
https://tw.live/cam/?id=3000130000237N,彰化市中山路、金馬路路口(南下)
https://tw.live/cam/?id=3000100019214N,彰化市中山路、中興路路口
https://tw.live/cam/?id=3000100019129N,彰化市中山路與南郭路口
https://tw.live/cam/?id=3000100019129N,彰化市中山路、南郭路口(縣府前)
https://tw.live/cam/?id=3000100019101N,彰化市中山路與南郭路口
https://tw.live/cam/?id=3000100019101N,彰化市中山路、南郭路口(縣府前)
https://tw.live/cam/?id=4014200001094N,彰化市彰??與彰馬路路口
https://tw.live/cam/?id=6563570300010N,彰化市中央路與崙平北路口路口
https://tw.live/cam/?id=3001900100227N,彰化市中華西路與中央路路口
https://tw.live/cam/?id=3001900000147N,彰化市中華西路與金馬路路口
https://tw.live/cam/?id=6563260300080N,鹿港鎮彰??八段與中山?路口
https://tw.live/cam/?id=6580500700070N,鹿港鎮彰??七段與?興?路口
https://tw.live/cam/?id=4014200000510N,鹿港鎮彰???段與東昇?路口
https://tw.live/cam/?id=4014200100693N,秀水鄉彰??與民主街路口
https://tw.live/cam/?id=6577340300000N,員林鎮中山、莒光路口
https://tw.live/cam/?id=6586070600020N,彰化市中正、曉陽路口
https://tw.live/cam/?id=3000100018629N,彰化市中山路三段
https://tw.live/cam/?id=3001900000232N,彰化市新平、中華西路口
https://tw.live/cam/?id=3001900100300N,彰化市彰水、彰鹿路口
https://tw.live/cam/?id=6568870100060N,鹿港鎮中山路、民權路口
https://tw.live/cam/?id=6584900000000N,伸港鄉台17線福安宮前
https://tw.live/cam/?id=6583830700050N,彰化市彰美路（民生地下道西側）
https://tw.live/cam/?id=6560490500050N,彰化火車站前
https://tw.live/cam/?id=4014400002702N,員林鎮山腳路、縣144線路口（林厝交流道）
https://tw.live/cam/?id=6583040700000N,員林鎮萬年、民生、員水路口
https://tw.live/cam/?id=6568780600010N,員林鎮中山、民權街口（員林火車站）
https://tw.live/cam/?id=6586740200040N,員林鎮中正、靜修路口
https://tw.live/cam/?id=4014800101837N,溪湖交流道東側員鹿路
https://tw.live/cam/?id=3001900101621N,溪湖鎮員鹿、東環路口
https://tw.live/cam/?id=6566690200000N,北斗鎮斗中、復興、中華路口
https://tw.live/cam/?id=6583610400020N,埤頭鄉彰水、斗苑西路口
https://tw.live/cam/?id=3000100121666N,北斗鎮斗苑路、中山路路口
https://tw.live/cam/?id=3000100121401N,田尾鄉公所路、中山路路口
https://tw.live/cam/?id=3000100120992N,永靖鄉中山路、瑚璉路路口
https://tw.live/cam/?id=3000100020764N,員林鎮臺一線、縣道144路路口(功垂橋南端)
https://tw.live/cam/?id=3000100020722N,員林鎮臺一線、縣道144路路口(功垂橋北端)
https://tw.live/cam/?id=3000100020569N,員林鎮員鹿路、莒光路路口
https://tw.live/cam/?id=3001700103618N,鹿港鎮彰濱五路、臨海路路口
https://tw.live/cam/?id=6584080700000N,鹿港鎮彰鹿路、青雲路路口
https://tw.live/cam/?id=4014200100126N,鹿港鎮中正路、鹿和路路口
https://tw.live/cam/?id=4014200000261N,鹿港鎮彰鹿路、中正路路口
https://tw.live/cam/?id=3000130000560N,彰化市金馬路、彰新路路口
https://tw.live/cam/?id=3001400100001N,彰化市彰南、中山路路口
https://tw.live/cam/?id=6568392000010N,彰化市三民、民生路路口
