https://tw.live/cam/?id=BOT037,市民快麥帥一橋,https://tw.live/cam/?id=BOT031,市民快永吉,https://tw.live/cam/?id=BOT010,辛亥快泰順,https://tw.live/cam/?id=BOT017,建國快長安,https://tw.live/cam/?id=BOT007,水源快中正橋,https://tw.live/cam/?id=BOT001,市民快承德,https://tw.live/cam/?id=BOT003,環快中興橋,https://tw.live/cam/?id=BOT024,水源快福和橋,https://tw.live/cam/?id=BOT052,環東快出城往東,https://tw.live/cam/?id=BOT049,環東快堤頂匝道,https://tw.live/cam/?id=BOT042,承德中正,https://tw.live/cam/?id=BOT063,洲美快道福國匝道
https://tw.live/cam/?id=BOT046,民權大橋,https://tw.live/cam/?id=BOT036,市民快正氣橋上層,https://tw.live/cam/?id=BOT011,辛亥快新生南,https://tw.live/cam/?id=BOT018,建國快南京,https://tw.live/cam/?id=BOT008,水源快師大,https://tw.live/cam/?id=BOT002,環快忠孝橋,https://tw.live/cam/?id=BOT004,環快華江橋,https://tw.live/cam/?id=BOT073,信義快萬芳交流道,https://tw.live/cam/?id=BOT055,環東快進城基河三期國宅,https://tw.live/cam/?id=BOT050,環東快舊宗匝道,https://tw.live/cam/?id=BOT043,重慶北交流道,https://tw.live/cam/?id=BOT064,洲美快13號道路匝道前
https://tw.live/cam/?id=BOT047,麥帥二橋松山抽水站,https://tw.live/cam/?id=BOT038,基隆永吉,https://tw.live/cam/?id=BOT012,建國快辛亥,https://tw.live/cam/?id=BOT019,建國快民生,https://tw.live/cam/?id=BOT009,辛亥快汀州,https://tw.live/cam/?id=BOT027,市民快環河,https://tw.live/cam/?id=BOT005,環快光復橋,https://tw.live/cam/?id=BOT084,水源快溪州街口,https://tw.live/cam/?id=BOT056,環東快進城南湖大橋,https://tw.live/cam/?id=BOT051,環東快成功路,https://tw.live/cam/?id=BOT044,圓山中山橋,https://tw.live/cam/?id=BOT065,洲美快焚化爐前
https://tw.live/cam/?id=BOT092,復北隧道南口-民族復興,https://tw.live/cam/?id=BOT074,信義松德,https://tw.live/cam/?id=BOT013,建國快和平,https://tw.live/cam/?id=BOT020,建國快民權,https://tw.live/cam/?id=BOT023,水源快永福橋,https://tw.live/cam/?id=BOT039,環河民生,https://tw.live/cam/?id=BOT006,環快華中橋,https://tw.live/cam/?id=BOT085,水源快景美出口匝道,https://tw.live/cam/?id=BOT057,環東快經貿一路匝道,https://tw.live/cam/?id=BOT053,環東麥帥二橋往堤頂,https://tw.live/cam/?id=BOT048,中正重陽橋,https://tw.live/cam/?id=BOT066,洲美快13號道路
https://tw.live/cam/?id=BOT093,復北隧道北向0K+500M,https://tw.live/cam/?id=BOT075,信義松仁,https://tw.live/cam/?id=BOT014,建國快信義,https://tw.live/cam/?id=BOT021,民族松江,https://tw.live/cam/?id=BOT030,市民快松江,https://tw.live/cam/?id=BOT040,民權西台北橋,https://tw.live/cam/?id=BOT080,環河快貴陽匝道,https://tw.live/cam/?id=BOT121,木柵路1段與木柵路1段76巷口號誌桿,https://tw.live/cam/?id=BOT058,三重南港,https://tw.live/cam/?id=BOT054,環東快成功橋,https://tw.live/cam/?id=BOT069,環河北中正,https://tw.live/cam/?id=BOT067,洲美快大業路匝道
https://tw.live/cam/?id=BOT094,復北隧道北向0K+623M,https://tw.live/cam/?id=BOT128,信義松智東南角,https://tw.live/cam/?id=BOT015,建國快仁愛,https://tw.live/cam/?id=BOT022,建國快圓山匝道,https://tw.live/cam/?id=BOT032,市民快重慶匝道,https://tw.live/cam/?id=BOT041,環河北敦煌,https://tw.live/cam/?id=BOT081,環河快萬板大橋,https://tw.live/cam/?id=BOT171,基隆羅斯(西南角),https://tw.live/cam/?id=BOT059,經貿二南港,https://tw.live/cam/?id=BOT109,內湖環山,https://tw.live/cam/?id=BOT070,延平社中,https://tw.live/cam/?id=BOT068,大業大度
https://tw.live/cam/?id=BOT095,復北隧道北向0K+750M,https://tw.live/cam/?id=BOT129,忠孝光復,https://tw.live/cam/?id=BOT016,建國快忠孝,https://tw.live/cam/?id=BOT028,市民快中山,https://tw.live/cam/?id=BOT033,市民快新生匝道,https://tw.live/cam/?id=BOT158,延平民權(進城),https://tw.live/cam/?id=BOT082,環河快華翠大橋,https://tw.live/cam/?id=BOT255,木柵秀明,https://tw.live/cam/?id=BOT060,環東匝道,https://tw.live/cam/?id=BOT113,瑞光港墘,https://tw.live/cam/?id=BOT071,延平北通河西,https://tw.live/cam/?id=BOT281,竹子湖派出所前
https://tw.live/cam/?id=BOT096,復北隧道北向0K+876M,https://tw.live/cam/?id=BOT130,忠孝基隆,https://tw.live/cam/?id=BOT025,基隆快羅斯,https://tw.live/cam/?id=BOT045,大直橋,https://tw.live/cam/?id=BOT077,環河快詔安街,https://tw.live/cam/?id=BOT159,延平民權(出城),https://tw.live/cam/?id=BOT083,環河快青年路口,https://tw.live/cam/?id=BOT256,木柵焚化廠,https://tw.live/cam/?id=BOT061,南湖大橋三重路,https://tw.live/cam/?id=BOT115,舊宗路2段181巷口,https://tw.live/cam/?id=BOT072,延平北通河西(堤防),https://tw.live/cam/?id=BOT289,承德路-石牌路口
https://tw.live/cam/?id=BOT099,復北隧道南向0K+830M,https://tw.live/cam/?id=BOT131,忠孝松山,https://tw.live/cam/?id=BOT026,基隆快辛亥,https://tw.live/cam/?id=BOT076,新生高圓山,https://tw.live/cam/?id=BOT078,環河快泉州街,https://tw.live/cam/?id=BOT160,民權承德(西側),https://tw.live/cam/?id=BOT291,衡陽路-中華路一段路口,https://tw.live/cam/?id=BOT318,木柵路1段與和興路口號誌桿,https://tw.live/cam/?id=BOT215,經貿二路105巷口,https://tw.live/cam/?id=BOT117,舊宗路2段與民權東路6段11巷25弄口,https://tw.live/cam/?id=BOT157,中山劍潭(東側),https://tw.live/cam/?id=BOT298,承德路-立賢路口
https://tw.live/cam/?id=BOT100,復北隧道南向0K+705M,https://tw.live/cam/?id=BOT132,仁愛光復,https://tw.live/cam/?id=BOT029,市民快敦化,https://tw.live/cam/?id=BOT090,建國快松江,https://tw.live/cam/?id=BOT162,市民重慶(東側),https://tw.live/cam/?id=BOT161,民權承德(東側),https://tw.live/cam/?id=BOT292,成都路-昆明路口,https://tw.live/cam/?id=BOT325,水源快上層往南門架(溪州街與汀州路4段140巷口,https://tw.live/cam/?id=BOT216,南港路經貿一路,https://tw.live/cam/?id=BOT119,堤頂-民權東路6段(橋上),https://tw.live/cam/?id=BOT231,中山北路6段-福國路口,https://tw.live/cam/?id=BOT308,大度路與立德路口(東南角)
https://tw.live/cam/?id=BOT101,復北隧道南向0K+580M,https://tw.live/cam/?id=BOT133,松高松智,https://tw.live/cam/?id=BOT034,市民快建國北匝道,https://tw.live/cam/?id=BOT091,中山北安,https://tw.live/cam/?id=BOT164,市民承德(西側),https://tw.live/cam/?id=BOT163,市民承德(南側),https://tw.live/cam/?id=BOT293,艋舺 大理國小,https://tw.live/cam/?id=BOT331,興隆路與辛亥路口,https://tw.live/cam/?id=BOT217,南港路興中路,https://tw.live/cam/?id=BOT120,民權東路6段與堤頂大道1段路口號誌桿,https://tw.live/cam/?id=BOT232,中山北路-通河街口,https://tw.live/cam/?id=BOT309,大度路與立德路口(西南角)
