https://tw.live/cam/?id=68000T407160,福德一路國二往西匝道口,https://tw.live/cam/?id=68000T504740,武嶺橋西側路口,https://tw.live/cam/?id=68000T245510,中山南路二段與領航北路三段,https://tw.live/cam/?id=68000TD01020,台七線與桃115線,https://tw.live/cam/?id=68000T818720,龜山一路文化二路口,https://tw.live/cam/?id=68000T902722,神龍路-神龍路347巷口,https://tw.live/cam/?id=68000T700160,新南路二段與南崁交流道,https://tw.live/cam/?id=68000T600210,南平路陸橋南路口,https://tw.live/cam/?id=68000T200150,中山路1558號前中央分隔島,https://tw.live/cam/?id=68000T616210,快速路六段與高鐵南路六段,https://tw.live/cam/?id=68000T618630,高師青年路口,https://tw.live/cam/?id=68000T223260,普忠路環中東路口
https://tw.live/cam/?id=68000T406440,和平路與福德一街,https://tw.live/cam/?id=68000T506550,康莊路安和路口,https://tw.live/cam/?id=68000TA00420,下崁路,https://tw.live/cam/?id=68000TD00130,台七-台七乙,https://tw.live/cam/?id=68000T803900,長壽路與忠義路,https://tw.live/cam/?id=68000T909566,神龍路-龍華路口,https://tw.live/cam/?id=68000T727830,南崁交流道與中正北路,https://tw.live/cam/?id=68000T301740,中豐南平路口,https://tw.live/cam/?id=68000T106240,大有路大興路口,https://tw.live/cam/?id=68000TC00910,縣道114-台15,https://tw.live/cam/?id=68000T615840,梅高路高獅路口,https://tw.live/cam/?id=68000T242410,高鐵南路六段與民族路六段
https://tw.live/cam/?id=68000T403040,介壽路與興豐路口,https://tw.live/cam/?id=68000T505010,橋頭停車場,https://tw.live/cam/?id=68000TA06120,中正東路,,,https://tw.live/cam/?id=68000T802500,萬壽路一段與中正路,https://tw.live/cam/?id=68000T903500,中興路與大昌路,https://tw.live/cam/?id=68000T722870,南青路與南崁路二段,https://tw.live/cam/?id=68000T302210,中豐路與環南路,https://tw.live/cam/?id=68000T102140,春日路南平路口,https://tw.live/cam/?id=68000TC06870,中山東路二段-台66,https://tw.live/cam/?id=68000T608340,楊新路大成路口,https://tw.live/cam/?id=68000T241710,高鐵南路三段與中正路三段
https://tw.live/cam/?id=68000T401500,介壽路建國路口,https://tw.live/cam/?id=68000T505230,武嶺橋西端,https://tw.live/cam/?id=68000T244920,五青路-領航南路,,,https://tw.live/cam/?id=68000T800520,萬壽路二段與自強西路口,https://tw.live/cam/?id=68000T900950,中豐路中山段與聖亭路,https://tw.live/cam/?id=68000T720560,南青路,https://tw.live/cam/?id=68000T303560,環南路金陵路口,https://tw.live/cam/?id=68000T107800,經國路與新南路,,,https://tw.live/cam/?id=68000T601220,三民路中山北路口,https://tw.live/cam/?id=68000T245150,高鐵北路二段-領航北路四段
,,https://tw.live/cam/?id=68000T502460,員林路三段與石園路,https://tw.live/cam/?id=68000TA14700,中正東路-南青路,,,https://tw.live/cam/?id=68000T801620,萬壽路長壽路口,https://tw.live/cam/?id=68000T905700,大昌路二段,https://tw.live/cam/?id=68000T700300,新南路民生北路口,https://tw.live/cam/?id=68000T314800,延平路台66交流道南側出口匝道路口,https://tw.live/cam/?id=68000T101400,中山路-中正路,,,https://tw.live/cam/?id=68000T602260,大成路與中山路口,https://tw.live/cam/?id=68000T217870,內壢交流道往大園方向
,,https://tw.live/cam/?id=68000T508840,台七-慈康路,https://tw.live/cam/?id=68000TA06840,中正東路與民生南路,,,https://tw.live/cam/?id=68000T801660,萬壽路二段與東萬壽路口,https://tw.live/cam/?id=68000T903550,中興路與大昌路,https://tw.live/cam/?id=68000T702640,南崁路忠孝東路,https://tw.live/cam/?id=68000T314940,延平路台66交流道北側出口匝道口,https://tw.live/cam/?id=68000T104500,經國路與慈文路,,,https://tw.live/cam/?id=68000T601760,中山北路環東路口,https://tw.live/cam/?id=68000T239210,中豐北路二段與高鐵南路二段、領航北路一段
,,https://tw.live/cam/?id=68000T506310,台四-康莊路,,,,,https://tw.live/cam/?id=68000T803660,長壽路-同心一路,,,https://tw.live/cam/?id=68000T701100,南崁路中正路口,https://tw.live/cam/?id=68000T302940,環南路延平路口,https://tw.live/cam/?id=68000T100130,萬壽路與山鶯路,,,,,https://tw.live/cam/?id=68000TC12010,高鐵北路-青昇路
,,https://tw.live/cam/?id=68000T510370,台七-懷德路,,,,,,,,,https://tw.live/cam/?id=68000T700370,中正路-南國新南路,https://tw.live/cam/?id=68000T313800,金陵路台66線口,https://tw.live/cam/?id=68000T105130,永安路與大興西路,,,,,https://tw.live/cam/?id=68000TB15850,領航南路-高鐵站前東路
,,https://tw.live/cam/?id=68000T505700,慈湖路與復興路口,,,,,,,,,,,https://tw.live/cam/?id=68000T313140,中豐路-台66交流道路口,https://tw.live/cam/?id=68000T100800,中山路與國際路,,,,,https://tw.live/cam/?id=68000TC00960,高鐵北路-青埔路
,,https://tw.live/cam/?id=68000T506910,復興路中華路口,,,,,,,,,,,https://tw.live/cam/?id=68000T303660,環南路-德育路,https://tw.live/cam/?id=68000T127400,永安路與力行路,,,,,https://tw.live/cam/?id=68000TC04260,領航北路四段-青昇路
